,name,geometry,key,value,function,buffer10m,buffer20m,buffer50m,buffer30m
1694,Praça 19 de Dezembro,"POLYGON ((-49.2694031 -25.424818, -49.269416 -25.4248044, -49.2691813 -25.4246226, -49.2691684 -25.4246362, -49.2694031 -25.424818))",highway,bus_stop,bus_stop,"POLYGON ((-49.26934186230133 -25.42489705658898, -49.26934989619594 -25.42490267204517, -49.26935844125573 -25.42490747399935, -49.2693674153825 -25.42491141631589, -49.26937673235569 -25.42491446111825, -49.2693863026608 -25.42491657915295, -49.26939603434938 -25.42491775007058, -49.26940583392248 -25.42491796262135, -49.26941560722893 -25.42491721476313, -49.26942526036991 -25.42491551368112, -49.26943470060112 -25.42491287571875, -49.26944383722384 -25.42490932622073, -49.2694525824563 -25.42490489928951, -49.26946085227711 -25.42489963745763, -49.26946856723244 -25.42489359127909, -49.2694756531995 -25.42488681884366, -49.2694885531995 -25.42487321884366, -49.26949495558231 -25.42486576787451, -49.26950059598495 -25.42485772465968, -49.26950541997333 -25.42484916682218, -49.2695093809924 -25.4248401769515, -49.26951244081534 -25.4248308418066, -49.2695145699126 -25.42482125147858, -49.2695157477368 -25.42481149852124, -49.26951596292106 -25.42480167705788, -49.26951521338869 -25.42479188187294, -49.26951350637324 -25.42478220749725, -49.26951085834867 -25.42477274729574, -49.26950729487041 -25.42476359256639, -49.26950285032866 -25.42475483165917, -49.26949756761655 -25.42474654912334, -49.26949149771622 -25.42473882489157, -49.26948469920669 -25.42473173350841, -49.26947723769867 -25.42472534341102, -49.26924253769867 -25.42454354341102, -49.26923450380406 -25.42453792795483, -49.26922595874426 -25.42453312600064, -49.2692169846175 -25.42452918368411, -49.26920766764431 -25.42452613888175, -49.2691980973392 -25.42452402084705, -49.26918836565061 -25.42452284992942, -49.26917856607751 -25.42452263737865, -49.26916879277107 -25.42452338523686, -49.26915913963008 -25.42452508631888, -49.26914969939887 -25.42452772428125, -49.26914056277616 -25.42453127377927, -49.26913181754369 -25.42453570071049, -49.26912354772289 -25.42454096254237, -49.26911583276755 -25.4245470087209, -49.2691087468005 -25.42455378115634, -49.2690958468005 -25.42456738115634, -49.26908944441769 -25.42457483212548, -49.26908380401505 -25.42458287534031, -49.26907898002666 -25.42459143317782, -49.2690750190076 -25.4246004230485, -49.26907195918466 -25.42460975819339, -49.2690698300874 -25.42461934852142, -49.2690686522632 -25.42462910147876, -49.26906843707894 -25.42463892294212, -49.26906918661131 -25.42464871812706, -49.26907089362676 -25.42465839250275, -49.26907354165132 -25.42466785270426, -49.26907710512959 -25.4246770074336, -49.26908154967134 -25.42468576834083, -49.26908683238344 -25.42469405087665, -49.26909290228378 -25.42470177510843, -49.2690997007933 -25.42470886649159, -49.26910716230133 -25.42471525658898, -49.26934186230133 -25.42489705658898))","POLYGON ((-49.26928062460266 -25.42497611317797, -49.26929669239188 -25.42498734409035, -49.26931378251147 -25.42499694799871, -49.269331730765 -25.42500483263177, -49.26935036471138 -25.4250109222365, -49.26936950532159 -25.42501515830589, -49.26938896869876 -25.42501750014117, -49.26940856784497 -25.42501792524271, -49.26942811445787 -25.42501642952627, -49.26944742073983 -25.42501302736223, -49.26946630120226 -25.4250077514375, -49.26948457444769 -25.42500065244147, -49.26950206491261 -25.42499179857903, -49.26951860455421 -25.42498127491526, -49.2695340344649 -25.42496918255819, -49.269548206399 -25.42495563768731, -49.269561106399 -25.42494203768731, -49.26957391116461 -25.42492713574903, -49.2695851919699 -25.42491104931937, -49.26959483994668 -25.42489393364436, -49.26960276198479 -25.424875953903, -49.26960888163068 -25.42485728361321, -49.2696131398252 -25.42483810295716, -49.26961549547359 -25.42481859704247, -49.26961592584211 -25.42479895411576, -49.26961442677737 -25.42477936374588, -49.26961101274647 -25.4247600149945, -49.26960571669734 -25.42474109459148, -49.26959858974081 -25.42472278513278, -49.26958970065731 -25.42470526331834, -49.26957913523311 -25.42468869824669, -49.26956699543243 -25.42467324978313, -49.26955339841339 -25.42465906701682, -49.26953847539733 -25.42464628682203, -49.26930377539733 -25.42446448682203, -49.26928770760811 -25.42445325590965, -49.26927061748853 -25.42444365200129, -49.26925266923499 -25.42443576736822, -49.26923403528862 -25.4244296777635, -49.26921489467841 -25.4244254416941, -49.26919543130123 -25.42442309985883, -49.26917583215503 -25.42442267475729, -49.26915628554213 -25.42442417047372, -49.26913697926017 -25.42442757263776, -49.26911809879774 -25.4244328485625, -49.26909982555231 -25.42443994755853, -49.26908233508739 -25.42444880142097, -49.26906579544578 -25.42445932508473, -49.2690503655351 -25.42447141744181, -49.269036193601 -25.42448496231269, -49.26902329360099 -25.42449856231269, -49.26901048883538 -25.42451346425097, -49.2689992080301 -25.42452955068063, -49.26898956005332 -25.42454666635564, -49.26898163801521 -25.42456464609699, -49.26897551836932 -25.42458331638679, -49.2689712601748 -25.42460249704284, -49.2689689045264 -25.42462200295752, -49.26896847415789 -25.42464164588424, -49.26896997322262 -25.42466123625412, -49.26897338725352 -25.4246805850055, -49.26897868330266 -25.42469950540852, -49.26898581025919 -25.42471781486721, -49.26899469934269 -25.42473533668166, -49.26900526476689 -25.4247519017533, -49.26901740456757 -25.42476735021687, -49.26903100158661 -25.42478153298318, -49.26904592460266 -25.42479431317797, -49.26928062460266 -25.42497611317797))","POLYGON ((-49.26921938690399 -25.42505516976695, -49.26924348858783 -25.42507201613552, -49.2692691237672 -25.42508642199806, -49.2692960461475 -25.42509824894766, -49.26932399706707 -25.42510738335474, -49.26935270798239 -25.42511373745884, -49.26938190304814 -25.42511725021175, -49.26941130176746 -25.42511788786406, -49.2694406216868 -25.42511564428941, -49.26946958110974 -25.42511054104336, -49.26949790180338 -25.42510262715625, -49.26952531167153 -25.4250919786622, -49.26955154736891 -25.42507869786854, -49.26957635683132 -25.4250629123729, -49.26959950169734 -25.42504477383729, -49.2696207595985 -25.42502445653097, -49.2696336595985 -25.42501085653097, -49.26965286674692 -25.42498850362355, -49.26966978795485 -25.42496437397906, -49.26968425992001 -25.42493870046654, -49.26969614297719 -25.42491173085451, -49.26970532244602 -25.42488372541981, -49.2697117097378 -25.42485495443574, -49.26971524321039 -25.42482569556372, -49.26971588876317 -25.42479623117364, -49.26971364016607 -25.42476684561883, -49.26970851911971 -25.42473782249175, -49.26970057504602 -25.42470944188722, -49.26968988461122 -25.42468197769918, -49.26967655098596 -25.42465569497751, -49.26966070284967 -25.42463084737004, -49.26964249314865 -25.4246076746747, -49.26962209762008 -25.42458640052524, -49.26959971309601 -25.42456723023304, -49.26936501309601 -25.42438543023304, -49.26934091141217 -25.42436858386448, -49.2693152762328 -25.42435417800193, -49.2692883538525 -25.42434235105234, -49.26926040293293 -25.42433321664526, -49.26923169201761 -25.42432686254116, -49.26920249695186 -25.42432334978825, -49.26917309823254 -25.42432271213594, -49.2691437783132 -25.42432495571059, -49.26911481889026 -25.42433005895664, -49.26908649819662 -25.42433797284375, -49.26905908832847 -25.4243486213378, -49.26903285263109 -25.42436190213146, -49.26900804316868 -25.4243776876271, -49.26898489830266 -25.42439582616271, -49.2689636404015 -25.42441614346903, -49.2689507404015 -25.42442974346903, -49.26893153325308 -25.42445209637645, -49.26891461204515 -25.42447622602094, -49.26890014007999 -25.42450189953345, -49.26888825702281 -25.42452886914548, -49.26887907755398 -25.42455687458018, -49.2688726902622 -25.42458564556426, -49.26886915678961 -25.42461490443628, -49.26886851123682 -25.42464436882636, -49.26887075983393 -25.42467375438117, -49.26887588088029 -25.42470277750824, -49.26888382495398 -25.42473115811278, -49.26889451538878 -25.42475862230082, -49.26890784901403 -25.42478490502249, -49.26892369715033 -25.42480975262995, -49.26894190685135 -25.4248329253253, -49.26896230237992 -25.42485419947476, -49.26898468690399 -25.42487336976695, -49.26921938690399 -25.42505516976695))","POLYGON ((-49.26921938690399 -25.42505516976695, -49.26924348858783 -25.42507201613552, -49.2692691237672 -25.42508642199806, -49.2692960461475 -25.42509824894766, -49.26932399706707 -25.42510738335474, -49.26935270798239 -25.42511373745884, -49.26938190304814 -25.42511725021175, -49.26941130176746 -25.42511788786406, -49.2694406216868 -25.42511564428941, -49.26946958110974 -25.42511054104336, -49.26949790180338 -25.42510262715625, -49.26952531167153 -25.4250919786622, -49.26955154736891 -25.42507869786854, -49.26957635683132 -25.4250629123729, -49.26959950169734 -25.42504477383729, -49.2696207595985 -25.42502445653097, -49.2696336595985 -25.42501085653097, -49.26965286674692 -25.42498850362355, -49.26966978795485 -25.42496437397906, -49.26968425992001 -25.42493870046654, -49.26969614297719 -25.42491173085451, -49.26970532244602 -25.42488372541981, -49.2697117097378 -25.42485495443574, -49.26971524321039 -25.42482569556372, -49.26971588876317 -25.42479623117364, -49.26971364016607 -25.42476684561883, -49.26970851911971 -25.42473782249175, -49.26970057504602 -25.42470944188722, -49.26968988461122 -25.42468197769918, -49.26967655098596 -25.42465569497751, -49.26966070284967 -25.42463084737004, -49.26964249314865 -25.4246076746747, -49.26962209762008 -25.42458640052524, -49.26959971309601 -25.42456723023304, -49.26936501309601 -25.42438543023304, -49.26934091141217 -25.42436858386448, -49.2693152762328 -25.42435417800193, -49.2692883538525 -25.42434235105234, -49.26926040293293 -25.42433321664526, -49.26923169201761 -25.42432686254116, -49.26920249695186 -25.42432334978825, -49.26917309823254 -25.42432271213594, -49.2691437783132 -25.42432495571059, -49.26911481889026 -25.42433005895664, -49.26908649819662 -25.42433797284375, -49.26905908832847 -25.4243486213378, -49.26903285263109 -25.42436190213146, -49.26900804316868 -25.4243776876271, -49.26898489830266 -25.42439582616271, -49.2689636404015 -25.42441614346903, -49.2689507404015 -25.42442974346903, -49.26893153325308 -25.42445209637645, -49.26891461204515 -25.42447622602094, -49.26890014007999 -25.42450189953345, -49.26888825702281 -25.42452886914548, -49.26887907755398 -25.42455687458018, -49.2688726902622 -25.42458564556426, -49.26886915678961 -25.42461490443628, -49.26886851123682 -25.42464436882636, -49.26887075983393 -25.42467375438117, -49.26887588088029 -25.42470277750824, -49.26888382495398 -25.42473115811278, -49.26889451538878 -25.42475862230082, -49.26890784901403 -25.42478490502249, -49.26892369715033 -25.42480975262995, -49.26894190685135 -25.4248329253253, -49.26896230237992 -25.42485419947476, -49.26898468690399 -25.42487336976695, -49.26921938690399 -25.42505516976695))"
1487,,POINT (-49.2689324 -25.4245742),highway,traffic_signals,traffic_signals,"POLYGON ((-49.26883239999999 -25.4244742, -49.26883239999999 -25.4246742, -49.2690324 -25.4246742, -49.2690324 -25.4244742, -49.26883239999999 -25.4244742))","POLYGON ((-49.2687324 -25.4243742, -49.2687324 -25.4247742, -49.2691324 -25.4247742, -49.2691324 -25.4243742, -49.2687324 -25.4243742))","POLYGON ((-49.26863239999999 -25.4242742, -49.26863239999999 -25.4248742, -49.2692324 -25.4248742, -49.2692324 -25.4242742, -49.26863239999999 -25.4242742))","POLYGON ((-49.26863239999999 -25.4242742, -49.26863239999999 -25.4248742, -49.2692324 -25.4248742, -49.2692324 -25.4242742, -49.26863239999999 -25.4242742))"
1489,,POINT (-49.268853 -25.4245738),highway,traffic_signals,traffic_signals,"POLYGON ((-49.268753 -25.4244738, -49.268753 -25.4246738, -49.268953 -25.4246738, -49.268953 -25.4244738, -49.268753 -25.4244738))","POLYGON ((-49.268653 -25.4243738, -49.268653 -25.4247738, -49.269053 -25.4247738, -49.269053 -25.4243738, -49.268653 -25.4243738))","POLYGON ((-49.268553 -25.4242738, -49.268553 -25.4248738, -49.269153 -25.4248738, -49.269153 -25.4242738, -49.268553 -25.4242738))","POLYGON ((-49.268553 -25.4242738, -49.268553 -25.4248738, -49.269153 -25.4248738, -49.269153 -25.4242738, -49.268553 -25.4242738))"
391,,POINT (-49.266854 -25.4243723),highway,bus_stop,bus_stop,"POLYGON ((-49.266754 -25.4242723, -49.266754 -25.4244723, -49.26695400000001 -25.4244723, -49.26695400000001 -25.4242723, -49.266754 -25.4242723))","POLYGON ((-49.266654 -25.4241723, -49.266654 -25.4245723, -49.267054 -25.4245723, -49.267054 -25.4241723, -49.266654 -25.4241723))","POLYGON ((-49.266554 -25.4240723, -49.266554 -25.4246723, -49.267154 -25.4246723, -49.267154 -25.4240723, -49.266554 -25.4240723))","POLYGON ((-49.266554 -25.4240723, -49.266554 -25.4246723, -49.267154 -25.4246723, -49.267154 -25.4240723, -49.266554 -25.4240723))"
632,Estação Tubo Passeio Público,"POLYGON ((-49.2684735 -25.4240827, -49.2684874 -25.424069, -49.2682817 -25.4238981, -49.2682678 -25.4239118, -49.2684735 -25.4240827))",amenity,bus_station,bus_station,"POLYGON ((-49.26840959564803 -25.42415961705792, -49.26841743584456 -25.42416550586015, -49.26842581507929 -25.42417059851158, -49.26843465278868 -25.42417484604805, -49.26844386400107 -25.42417820763094, -49.26845336015374 -25.42418065093972, -49.26846304994432 -25.42418215248281, -49.26847284020872 -25.42418269782335, -49.26848263681678 -25.4241822817181, -49.26849234557741 -25.42418090816775, -49.26850187314406 -25.42417859037853, -49.26851112791238 -25.42417535063524, -49.26852002090084 -25.4241712200869, -49.26852846660631 -25.42416623844738, -49.26853638382615 -25.42416045361348, -49.26854369643892 -25.42415392120445, -49.26855759643892 -25.42414022120445, -49.26856424389847 -25.42413299230631, -49.26857015023177 -25.42412514622998, -49.26857525847478 -25.42411675864748, -49.26857951936069 -25.42410791045342, -49.2685828917951 -25.42409868698482, -49.26858534325233 -25.42408917719806, -49.26858685008914 -25.42407947281092, -49.26858739777274 -25.42406966741805, -49.26858698102095 -25.42405985558821, -49.26858560385315 -25.42405013195228, -49.26858327955156 -25.42404059029053, -49.26858003053304 -25.42403132262817, -49.26857588813299 -25.42402241834782, -49.26857089230306 -25.42401396332741, -49.26856509122587 -25.42400603911197, -49.26855854085033 -25.42399872212714, -49.26855130435197 -25.42399208294207, -49.26834560435197 -25.42382118294207, -49.26833776415544 -25.42381529413985, -49.26832938492071 -25.42381020148843, -49.26832054721133 -25.42380595395194, -49.26831133599894 -25.42380259236906, -49.26830183984627 -25.42380014906028, -49.26829215005569 -25.4237986475172, -49.26828235979129 -25.42379810217664, -49.26827256318322 -25.4237985182819, -49.26826285442261 -25.42379989183225, -49.26825332685596 -25.42380220962146, -49.26824407208764 -25.42380544936476, -49.26823517909918 -25.42380957991309, -49.26822673339371 -25.42381456155261, -49.26821881617387 -25.42382034638651, -49.2682115035611 -25.42382687879553, -49.26819760356109 -25.42384057879553, -49.26819095610153 -25.42384780769367, -49.26818504976823 -25.42385565377, -49.26817994152523 -25.42386404135251, -49.26817568063931 -25.42387288954656, -49.2681723082049 -25.42388211301516, -49.26816985674766 -25.42389162280192, -49.26816834991085 -25.42390132718906, -49.26816780222725 -25.42391113258194, -49.26816821897905 -25.42392094441178, -49.26816959614683 -25.42393066804771, -49.26817192044843 -25.42394020970946, -49.26817516946695 -25.42394947737182, -49.268179311867 -25.42395838165217, -49.26818430769693 -25.42396683667259, -49.26819010877412 -25.42397476088803, -49.26819665914967 -25.42398207787286, -49.26820389564803 -25.42398871705792, -49.26840959564803 -25.42415961705792))","POLYGON ((-49.26834569129607 -25.42423653411585, -49.26836137168912 -25.4242483117203, -49.26837813015859 -25.42425849702315, -49.26839580557736 -25.42426699209611, -49.26841422800214 -25.42427371526188, -49.26843322030747 -25.42427860187944, -49.26845259988865 -25.42428160496561, -49.26847218041744 -25.42428269564671, -49.26849177363358 -25.42428186343619, -49.26851119115481 -25.42427911633549, -49.26853024628813 -25.42427448075707, -49.26854875582476 -25.42426800127047, -49.26856654180168 -25.4242597401738, -49.26858343321262 -25.42424977689476, -49.2685992676523 -25.42423820722695, -49.26861389287784 -25.42422514240889, -49.26862779287784 -25.42421144240889, -49.26864108779695 -25.42419698461262, -49.26865290046355 -25.42418129245996, -49.26866311694956 -25.42416451729495, -49.26867163872139 -25.42414682090684, -49.26867838359021 -25.42412837396964, -49.26868328650468 -25.42410935439612, -49.2686863001783 -25.42408994562185, -49.26868739554548 -25.42407033483609, -49.26868656204189 -25.42405071117641, -49.26868380770632 -25.42403126390455, -49.26867915910312 -25.42401218058106, -49.26867266106609 -25.42399364525635, -49.26866437626598 -25.42397583669564, -49.26865438460612 -25.42395892665482, -49.26864278245175 -25.42394307822394, -49.26862968170066 -25.42392844425427, -49.26861520870393 -25.42391516588415, -49.26840950870394 -25.42374426588415, -49.26839382831088 -25.4237324882797, -49.26837706984142 -25.42372230297685, -49.26835939442266 -25.42371380790389, -49.26834097199787 -25.42370708473813, -49.26832197969255 -25.42370219812056, -49.26830260011138 -25.42369919503439, -49.26828301958259 -25.42369810435329, -49.26826342636645 -25.4236989365638, -49.26824400884522 -25.4237016836645, -49.26822495371191 -25.42370631924291, -49.26820644417528 -25.42371279872951, -49.26818865819836 -25.42372105982617, -49.26817176678742 -25.42373102310522, -49.26815593234774 -25.42374259277301, -49.2681413071222 -25.42375565759107, -49.26812740712219 -25.42376935759107, -49.26811411220307 -25.42378381538734, -49.26810229953647 -25.42379950754, -49.26809208305045 -25.42381628270501, -49.26808356127862 -25.42383397909312, -49.2680768164098 -25.42385242603032, -49.26807191349533 -25.42387144560385, -49.26806889982171 -25.42389085437812, -49.26806780445452 -25.42391046516388, -49.2680686379581 -25.42393008882356, -49.26807139229368 -25.42394953609543, -49.26807604089687 -25.42396861941893, -49.2680825389339 -25.42398715474364, -49.26809082373401 -25.42400496330435, -49.26810081539387 -25.42402187334518, -49.26811241754824 -25.42403772177606, -49.26812551829934 -25.42405235574573, -49.26813999129607 -25.42406563411585, -49.26834569129607 -25.42423653411585))","POLYGON ((-49.2682817869441 -25.42431345117377, -49.26830530753369 -25.42433111758045, -49.26833044523789 -25.42434639553473, -49.26835695836603 -25.42435913814417, -49.26838459200322 -25.42436922289281, -49.26841308046121 -25.42437655281917, -49.26844214983297 -25.42438105744842, -49.26847152062616 -25.42438269347006, -49.26850091045037 -25.42438144515429, -49.26853003673222 -25.42437732450324, -49.26855861943219 -25.42437037113561, -49.26858638373714 -25.42436065190571, -49.26861306270252 -25.4243482602607, -49.26863839981893 -25.42433331534214, -49.26866215147845 -25.42431596084043, -49.26868408931676 -25.42429636361334, -49.26869798931676 -25.42428266361334, -49.26871793169543 -25.42426097691893, -49.26873565069533 -25.42423743868994, -49.26875097542435 -25.42421227594243, -49.26876375808208 -25.42418573136026, -49.26877387538531 -25.42415806095446, -49.26878122975701 -25.42412953159417, -49.26878575026744 -25.42410041843277, -49.26878739331822 -25.42407100225413, -49.26878614306284 -25.42404156676462, -49.26878201155947 -25.42401239585682, -49.26877503865468 -25.42398377087158, -49.26876529159913 -25.42395596788452, -49.26875286439897 -25.42392925504345, -49.26873787690918 -25.42390388998222, -49.26872047367763 -25.4238801173359, -49.26870082255099 -25.42385816638141, -49.2686791130559 -25.42383824882623, -49.2684734130559 -25.42366734882622, -49.26844989246632 -25.42364968241955, -49.26842475476212 -25.42363440446528, -49.26839824163399 -25.42362166185584, -49.26837060799681 -25.42361157710719, -49.26834211953881 -25.42360424718084, -49.26831305016706 -25.42359974255158, -49.26828367937388 -25.42359810652994, -49.26825428954967 -25.42359935484571, -49.26822516326783 -25.42360347549675, -49.26819658056786 -25.42361042886438, -49.26816881626291 -25.42362014809427, -49.26814213729754 -25.42363253973927, -49.26811680018112 -25.42364748465782, -49.26809304852161 -25.42366483915952, -49.26807111068329 -25.4236844363866, -49.26805721068329 -25.42369813638661, -49.26803726830461 -25.42371982308102, -49.2680195493047 -25.42374336131001, -49.26800422457568 -25.42376852405751, -49.26799144191794 -25.42379506863969, -49.2679813246147 -25.42382273904548, -49.26797397024299 -25.42385126840578, -49.26796944973256 -25.42388038156718, -49.26796780668177 -25.42390979774583, -49.26796905693715 -25.42393923323534, -49.26797318844051 -25.42396840414314, -49.26798016134531 -25.42399702912839, -49.26798990840086 -25.42402483211546, -49.26800233560102 -25.42405154495653, -49.26801732309081 -25.42407691001776, -49.26803472632236 -25.42410068266409, -49.268054377449 -25.42412263361859, -49.2680760869441 -25.42414255117377, -49.2682817869441 -25.42431345117377))","POLYGON ((-49.2682817869441 -25.42431345117377, -49.26830530753369 -25.42433111758045, -49.26833044523789 -25.42434639553473, -49.26835695836603 -25.42435913814417, -49.26838459200322 -25.42436922289281, -49.26841308046121 -25.42437655281917, -49.26844214983297 -25.42438105744842, -49.26847152062616 -25.42438269347006, -49.26850091045037 -25.42438144515429, -49.26853003673222 -25.42437732450324, -49.26855861943219 -25.42437037113561, -49.26858638373714 -25.42436065190571, -49.26861306270252 -25.4243482602607, -49.26863839981893 -25.42433331534214, -49.26866215147845 -25.42431596084043, -49.26868408931676 -25.42429636361334, -49.26869798931676 -25.42428266361334, -49.26871793169543 -25.42426097691893, -49.26873565069533 -25.42423743868994, -49.26875097542435 -25.42421227594243, -49.26876375808208 -25.42418573136026, -49.26877387538531 -25.42415806095446, -49.26878122975701 -25.42412953159417, -49.26878575026744 -25.42410041843277, -49.26878739331822 -25.42407100225413, -49.26878614306284 -25.42404156676462, -49.26878201155947 -25.42401239585682, -49.26877503865468 -25.42398377087158, -49.26876529159913 -25.42395596788452, -49.26875286439897 -25.42392925504345, -49.26873787690918 -25.42390388998222, -49.26872047367763 -25.4238801173359, -49.26870082255099 -25.42385816638141, -49.2686791130559 -25.42383824882623, -49.2684734130559 -25.42366734882622, -49.26844989246632 -25.42364968241955, -49.26842475476212 -25.42363440446528, -49.26839824163399 -25.42362166185584, -49.26837060799681 -25.42361157710719, -49.26834211953881 -25.42360424718084, -49.26831305016706 -25.42359974255158, -49.26828367937388 -25.42359810652994, -49.26825428954967 -25.42359935484571, -49.26822516326783 -25.42360347549675, -49.26819658056786 -25.42361042886438, -49.26816881626291 -25.42362014809427, -49.26814213729754 -25.42363253973927, -49.26811680018112 -25.42364748465782, -49.26809304852161 -25.42366483915952, -49.26807111068329 -25.4236844363866, -49.26805721068329 -25.42369813638661, -49.26803726830461 -25.42371982308102, -49.2680195493047 -25.42374336131001, -49.26800422457568 -25.42376852405751, -49.26799144191794 -25.42379506863969, -49.2679813246147 -25.42382273904548, -49.26797397024299 -25.42385126840578, -49.26796944973256 -25.42388038156718, -49.26796780668177 -25.42390979774583, -49.26796905693715 -25.42393923323534, -49.26797318844051 -25.42396840414314, -49.26798016134531 -25.42399702912839, -49.26798990840086 -25.42402483211546, -49.26800233560102 -25.42405154495653, -49.26801732309081 -25.42407691001776, -49.26803472632236 -25.42410068266409, -49.268054377449 -25.42412263361859, -49.2680760869441 -25.42414255117377, -49.2682817869441 -25.42431345117377))"
1497,,POINT (-49.2678258 -25.423607),highway,traffic_signals,traffic_signals,"POLYGON ((-49.26772579999999 -25.423507, -49.26772579999999 -25.423707, -49.2679258 -25.423707, -49.2679258 -25.423507, -49.26772579999999 -25.423507))","POLYGON ((-49.2676258 -25.423407, -49.2676258 -25.423807, -49.2680258 -25.423807, -49.2680258 -25.423407, -49.2676258 -25.423407))","POLYGON ((-49.26752579999999 -25.423307, -49.26752579999999 -25.423907, -49.2681258 -25.423907, -49.2681258 -25.423307, -49.26752579999999 -25.423307))","POLYGON ((-49.26752579999999 -25.423307, -49.26752579999999 -25.423907, -49.2681258 -25.423907, -49.2681258 -25.423307, -49.26752579999999 -25.423307))"
1459,,POINT (-49.267779 -25.4235673),highway,traffic_signals,traffic_signals,"POLYGON ((-49.26767899999999 -25.4234673, -49.26767899999999 -25.4236673, -49.267879 -25.4236673, -49.267879 -25.4234673, -49.26767899999999 -25.4234673))","POLYGON ((-49.267579 -25.4233673, -49.267579 -25.4237673, -49.267979 -25.4237673, -49.267979 -25.4233673, -49.267579 -25.4233673))","POLYGON ((-49.26747899999999 -25.4232673, -49.26747899999999 -25.4238673, -49.268079 -25.4238673, -49.268079 -25.4232673, -49.26747899999999 -25.4232673))","POLYGON ((-49.26747899999999 -25.4232673, -49.26747899999999 -25.4238673, -49.268079 -25.4238673, -49.268079 -25.4232673, -49.26747899999999 -25.4232673))"
608,,POINT (-49.2764888 -25.4413189),highway,traffic_signals,traffic_signals,"POLYGON ((-49.2763888 -25.4412189, -49.2763888 -25.4414189, -49.27658880000001 -25.4414189, -49.27658880000001 -25.4412189, -49.2763888 -25.4412189))","POLYGON ((-49.2762888 -25.4411189, -49.2762888 -25.4415189, -49.2766888 -25.4415189, -49.2766888 -25.4411189, -49.2762888 -25.4411189))","POLYGON ((-49.2761888 -25.4410189, -49.2761888 -25.4416189, -49.27678880000001 -25.4416189, -49.27678880000001 -25.4410189, -49.2761888 -25.4410189))","POLYGON ((-49.2761888 -25.4410189, -49.2761888 -25.4416189, -49.27678880000001 -25.4416189, -49.27678880000001 -25.4410189, -49.2761888 -25.4410189))"
64,Estação Tubo Praça Oswaldo Cruz > Sent. Norte,POINT (-49.2758818 -25.4411679),highway,bus_stop,bus_stop,"POLYGON ((-49.2757818 -25.4410679, -49.2757818 -25.4412679, -49.2759818 -25.4412679, -49.2759818 -25.4410679, -49.2757818 -25.4410679))","POLYGON ((-49.2756818 -25.4409679, -49.2756818 -25.4413679, -49.2760818 -25.4413679, -49.2760818 -25.4409679, -49.2756818 -25.4409679))","POLYGON ((-49.2755818 -25.4408679, -49.2755818 -25.4414679, -49.2761818 -25.4414679, -49.2761818 -25.4408679, -49.2755818 -25.4408679))","POLYGON ((-49.2755818 -25.4408679, -49.2755818 -25.4414679, -49.2761818 -25.4414679, -49.2761818 -25.4408679, -49.2755818 -25.4408679))"
793,,POINT (-49.275178 -25.4408147),highway,traffic_signals,traffic_signals,"POLYGON ((-49.27507799999999 -25.4407147, -49.27507799999999 -25.4409147, -49.275278 -25.4409147, -49.275278 -25.4407147, -49.27507799999999 -25.4407147))","POLYGON ((-49.274978 -25.4406147, -49.274978 -25.4410147, -49.275378 -25.4410147, -49.275378 -25.4406147, -49.274978 -25.4406147))","POLYGON ((-49.27487799999999 -25.4405147, -49.27487799999999 -25.4411147, -49.275478 -25.4411147, -49.275478 -25.4405147, -49.27487799999999 -25.4405147))","POLYGON ((-49.27487799999999 -25.4405147, -49.27487799999999 -25.4411147, -49.275478 -25.4411147, -49.275478 -25.4405147, -49.27487799999999 -25.4405147))"
421,,POINT (-49.2767837 -25.4405686),highway,bus_stop,bus_stop,"POLYGON ((-49.2766837 -25.4404686, -49.2766837 -25.4406686, -49.27688370000001 -25.4406686, -49.27688370000001 -25.4404686, -49.2766837 -25.4404686))","POLYGON ((-49.2765837 -25.4403686, -49.2765837 -25.4407686, -49.2769837 -25.4407686, -49.2769837 -25.4403686, -49.2765837 -25.4403686))","POLYGON ((-49.2764837 -25.4402686, -49.2764837 -25.4408686, -49.27708370000001 -25.4408686, -49.27708370000001 -25.4402686, -49.2764837 -25.4402686))","POLYGON ((-49.2764837 -25.4402686, -49.2764837 -25.4408686, -49.27708370000001 -25.4408686, -49.27708370000001 -25.4402686, -49.2764837 -25.4402686))"
1055,,POINT (-49.2740816 -25.4403931),highway,traffic_signals,traffic_signals,"POLYGON ((-49.2739816 -25.4402931, -49.2739816 -25.4404931, -49.27418160000001 -25.4404931, -49.27418160000001 -25.4402931, -49.2739816 -25.4402931))","POLYGON ((-49.2738816 -25.4401931, -49.2738816 -25.4405931, -49.2742816 -25.4405931, -49.2742816 -25.4401931, -49.2738816 -25.4401931))","POLYGON ((-49.2737816 -25.4400931, -49.2737816 -25.4406931, -49.27438160000001 -25.4406931, -49.27438160000001 -25.4400931, -49.2737816 -25.4400931))","POLYGON ((-49.2737816 -25.4400931, -49.2737816 -25.4406931, -49.27438160000001 -25.4406931, -49.27438160000001 -25.4400931, -49.2737816 -25.4400931))"
