Cod_bairro,Cod_distrito,Cod_meso,Cod_municipio,Cod_subdistrito,Nome_Grande_Regiao,Nome_da_UF,Nome_do_municipio,Nome_do_subdistrito,Situacao_setor,Tipo_setor,media_moradores_por_domicilio,media_rendimento_medio_por_morador_com_ou_sem_renda,media_rendimento_medio_por_morador_com_renda,media_rendimento_medio_por_morador_reponsavel_com_ou_sem_Renda,media_rendimento_medio_por_morador_responsavel_com_renda,n_alfabetizados_homens,n_alfabetizados_mulheres,n_amarelos,n_brancos,n_domicilios,n_homens,n_idade_0_10,n_idade_11_20,n_idade_21_30,n_idade_31_40,n_idade_41_50,n_idade_51_60,n_idade_61_70,n_idade_71_100,n_indigenas,n_moradores,n_mulheres,n_pardos,n_pretos,variancia_moradores_por_domicilio,NM_BAIRRO
4106902029.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.96,2678.57,3433.7,4319.76,4446.06,227.0,265.0,11.0,489.0,176.0,240.0,40.0,62.0,80.0,73.0,71.0,79.0,54.0,60.0,0.0,521.0,281.0,17.0,4.0,2.05,Seminário
4106902029.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.85,2426.73,3205.45,4370.6,4414.09,245.0,299.0,9.0,537.0,203.0,264.0,49.0,68.0,121.0,68.0,74.0,99.0,53.0,42.0,0.0,578.0,314.0,30.0,2.0,1.54,Seminário
4106902029.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.31,2383.24,3360.54,3421.85,4101.97,267.0,344.0,28.0,572.0,193.0,282.0,52.0,85.0,107.0,92.0,97.0,81.0,74.0,45.0,0.0,638.0,357.0,34.0,5.0,1.66,Seminário
4106902029.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.69,4213.02,5444.17,7492.26,7648.34,214.0,284.0,19.0,490.0,196.0,232.0,45.0,50.0,92.0,83.0,77.0,88.0,47.0,39.0,0.0,527.0,295.0,18.0,0.0,1.68,Seminário
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.61,3316.4,4219.03,5402.79,5558.94,201.0,231.0,4.0,459.0,178.0,217.0,52.0,54.0,121.0,54.0,60.0,77.0,23.0,21.0,0.0,464.0,247.0,1.0,0.0,1.13,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.06,1944.05,2491.07,2639.15,2954.28,135.0,163.0,12.0,271.0,150.0,142.0,12.0,33.0,98.0,51.0,36.0,27.0,31.0,19.0,7.0,309.0,167.0,17.0,2.0,1.06,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.97,2375.88,3200.92,4035.85,4236.52,249.0,292.0,6.0,504.0,190.0,263.0,49.0,67.0,93.0,97.0,60.0,78.0,52.0,61.0,1.0,564.0,301.0,44.0,9.0,1.77,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.92,2253.42,2944.27,3816.9,3881.82,360.0,472.0,22.0,821.0,299.0,394.0,72.0,95.0,198.0,122.0,119.0,116.0,82.0,75.0,2.0,873.0,507.0,54.0,2.0,1.84,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.12,3469.24,4752.8,6299.16,6457.2,388.0,443.0,17.0,829.0,286.0,415.0,108.0,113.0,144.0,135.0,165.0,119.0,59.0,41.0,0.0,891.0,477.0,33.0,13.0,1.31,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.04,1802.77,2479.57,3079.12,3265.4,421.0,427.0,4.0,840.0,298.0,448.0,109.0,97.0,168.0,167.0,119.0,121.0,68.0,54.0,0.0,907.0,459.0,50.0,13.0,1.84,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.01,1852.68,2529.35,3158.93,3308.17,337.0,403.0,4.0,753.0,266.0,368.0,99.0,94.0,141.0,133.0,133.0,94.0,63.0,34.0,0.0,800.0,432.0,38.0,5.0,1.79,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.94,1615.96,2162.27,2212.49,2578.79,229.0,260.0,0.0,473.0,176.0,241.0,50.0,62.0,94.0,86.0,69.0,61.0,41.0,52.0,1.0,517.0,279.0,39.0,7.0,1.66,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.94,440.52,724.54,619.17,773.96,64.0,67.0,0.0,100.0,35.0,68.0,16.0,45.0,26.0,16.0,20.0,4.0,6.0,4.0,1.0,138.0,70.0,33.0,4.0,3.88,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.06,1537.18,2122.38,2258.7,2456.84,246.0,276.0,0.0,508.0,186.0,264.0,64.0,83.0,99.0,81.0,69.0,81.0,43.0,49.0,0.0,570.0,306.0,61.0,1.0,1.93,Campina do Siqueira
4106902030.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.86,2438.95,3089.33,4624.29,4624.29,10.0,9.0,0.0,19.0,7.0,11.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,2.0,0.0,20.0,9.0,1.0,0.0,1.14,Campina do Siqueira
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.8,2221.17,3231.34,2541.67,3423.17,269.0,326.0,10.0,563.0,233.0,292.0,106.0,86.0,107.0,155.0,91.0,44.0,37.0,17.0,0.0,653.0,361.0,68.0,12.0,1.76,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.18,2125.95,3122.09,3619.18,3886.08,536.0,517.0,9.0,1049.0,364.0,587.0,184.0,175.0,164.0,209.0,185.0,115.0,56.0,54.0,0.0,1156.0,569.0,75.0,23.0,2.06,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.04,1961.71,2963.14,2487.27,3261.99,204.0,248.0,20.0,425.0,160.0,219.0,53.0,69.0,71.0,84.0,75.0,54.0,45.0,27.0,0.0,487.0,268.0,38.0,4.0,1.59,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.19,4451.38,5943.13,8317.21,8617.83,240.0,282.0,25.0,516.0,172.0,253.0,53.0,61.0,62.0,65.0,90.0,97.0,78.0,39.0,0.0,549.0,297.0,9.0,0.0,1.55,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.55,2370.97,3071.95,2996.11,3317.13,73.0,80.0,0.0,147.0,62.0,76.0,12.0,18.0,23.0,22.0,30.0,19.0,19.0,14.0,0.0,158.0,82.0,6.0,5.0,1.27,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.93,1873.92,2716.06,2956.37,3303.56,392.0,487.0,6.0,848.0,314.0,412.0,80.0,119.0,133.0,114.0,151.0,125.0,90.0,103.0,1.0,921.0,509.0,61.0,5.0,1.61,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.22,2139.33,3263.56,3299.4,3992.55,425.0,526.0,4.0,892.0,288.0,452.0,117.0,173.0,129.0,127.0,148.0,105.0,92.0,104.0,0.0,928.0,548.0,91.0,13.0,1.94,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.03,1588.62,2238.84,2483.79,2815.53,429.0,508.0,8.0,832.0,331.0,478.0,105.0,147.0,158.0,164.0,157.0,137.0,78.0,63.0,1.0,1003.0,538.0,160.0,15.0,2.1,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.0,1596.29,2202.24,2581.32,2761.84,402.0,444.0,18.0,778.0,306.0,434.0,97.0,117.0,145.0,141.0,147.0,114.0,76.0,73.0,0.0,919.0,485.0,115.0,8.0,2.18,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.18,1475.34,1972.76,2440.81,2661.59,300.0,323.0,11.0,525.0,217.0,332.0,104.0,91.0,123.0,113.0,91.0,80.0,43.0,34.0,0.0,690.0,358.0,138.0,16.0,2.43,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.97,2044.04,2666.0,3130.53,3277.11,416.0,439.0,20.0,816.0,313.0,469.0,119.0,139.0,150.0,191.0,140.0,94.0,68.0,29.0,0.0,930.0,474.0,94.0,13.0,2.2,Vista Alegre
4106902031.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.45,1034.18,1530.84,1557.82,1913.2,592.0,639.0,14.0,1077.0,393.0,644.0,161.0,228.0,251.0,221.0,188.0,145.0,90.0,58.0,1.0,1356.0,712.0,172.0,92.0,2.54,Vista Alegre
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.4,2401.38,3622.91,4522.4,4968.04,459.0,477.0,3.0,944.0,301.0,506.0,161.0,153.0,151.0,192.0,179.0,87.0,58.0,32.0,0.0,1022.0,520.0,70.0,9.0,1.93,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.02,1473.15,2106.01,2597.65,2732.43,303.0,317.0,4.0,586.0,223.0,330.0,79.0,98.0,107.0,110.0,119.0,76.0,37.0,40.0,0.0,673.0,343.0,72.0,11.0,1.92,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.97,3501.88,4679.3,5960.96,6239.39,671.0,667.0,21.0,1344.0,493.0,743.0,237.0,168.0,316.0,363.0,161.0,84.0,70.0,47.0,1.0,1464.0,721.0,86.0,12.0,1.96,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.43,2637.12,4577.56,4902.61,6550.38,482.0,544.0,12.0,963.0,322.0,520.0,132.0,184.0,167.0,142.0,182.0,171.0,52.0,63.0,4.0,1103.0,583.0,100.0,24.0,1.96,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.26,1743.69,2577.63,3358.68,3567.98,514.0,541.0,9.0,973.0,358.0,570.0,152.0,205.0,193.0,184.0,180.0,129.0,69.0,39.0,0.0,1167.0,597.0,165.0,20.0,2.41,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,1.0,3.59,522.53,832.97,898.81,1010.26,424.0,411.0,0.0,623.0,281.0,510.0,210.0,226.0,181.0,153.0,117.0,64.0,33.0,14.0,0.0,1008.0,498.0,359.0,26.0,3.26,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.33,891.22,1306.85,1658.72,1738.86,297.0,340.0,8.0,511.0,217.0,342.0,100.0,149.0,123.0,113.0,108.0,61.0,39.0,26.0,1.0,722.0,380.0,168.0,34.0,2.27,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,1.0,3.71,1024.58,1607.67,1953.27,2522.98,94.0,99.0,3.0,170.0,62.0,110.0,35.0,40.0,38.0,49.0,27.0,20.0,12.0,4.0,4.0,230.0,120.0,52.0,1.0,1.95,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.48,1693.98,2002.74,2107.93,2207.36,116.0,137.0,2.0,236.0,111.0,126.0,36.0,36.0,67.0,80.0,30.0,21.0,3.0,1.0,0.0,275.0,149.0,24.0,13.0,0.94,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.61,1594.62,2018.37,2363.97,2490.05,89.0,100.0,2.0,177.0,79.0,99.0,23.0,23.0,47.0,38.0,37.0,23.0,8.0,3.0,0.0,206.0,107.0,23.0,4.0,1.55,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.62,1409.53,1815.41,2101.0,2206.57,228.0,286.0,6.0,462.0,209.0,243.0,55.0,76.0,117.0,89.0,99.0,65.0,23.0,17.0,4.0,548.0,305.0,51.0,25.0,1.5,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.51,1410.65,1790.76,2015.42,2135.26,193.0,263.0,0.0,425.0,196.0,213.0,70.0,64.0,85.0,111.0,78.0,40.0,22.0,12.0,1.0,491.0,278.0,53.0,12.0,1.35,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.61,1509.18,1961.94,2355.73,2392.54,201.0,269.0,2.0,465.0,195.0,215.0,71.0,78.0,90.0,95.0,74.0,55.0,26.0,15.0,2.0,509.0,294.0,35.0,5.0,1.9,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.46,1451.14,1860.84,2051.97,2162.04,288.0,337.0,4.0,590.0,275.0,316.0,77.0,90.0,131.0,153.0,125.0,48.0,24.0,18.0,0.0,676.0,360.0,64.0,18.0,1.01,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.63,1191.78,1524.31,1632.78,1707.31,266.0,341.0,11.0,545.0,252.0,294.0,95.0,77.0,133.0,129.0,85.0,78.0,37.0,21.0,1.0,662.0,368.0,99.0,6.0,1.31,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.77,1272.01,1687.27,1904.53,2046.08,165.0,231.0,8.0,366.0,159.0,183.0,53.0,64.0,74.0,102.0,59.0,37.0,34.0,10.0,0.0,440.0,257.0,62.0,4.0,1.31,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.84,1724.79,2278.97,2521.93,2657.64,586.0,664.0,20.0,1077.0,470.0,633.0,181.0,186.0,247.0,298.0,208.0,123.0,51.0,34.0,2.0,1335.0,709.0,209.0,34.0,1.73,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.6,1446.79,1918.1,2190.62,2280.24,268.0,284.0,4.0,496.0,229.0,294.0,62.0,79.0,134.0,127.0,87.0,54.0,22.0,16.0,0.0,596.0,302.0,85.0,11.0,1.23,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.59,981.66,1238.02,1323.97,1377.85,177.0,235.0,6.0,380.0,179.0,204.0,63.0,60.0,95.0,92.0,73.0,50.0,15.0,6.0,0.0,463.0,259.0,59.0,18.0,1.47,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.56,1147.57,1383.96,1619.86,1642.05,145.0,199.0,3.0,327.0,148.0,159.0,56.0,51.0,98.0,70.0,37.0,35.0,13.0,13.0,0.0,379.0,220.0,42.0,7.0,1.28,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.65,4301.55,5688.66,6945.11,7153.88,591.0,623.0,21.0,1321.0,514.0,667.0,210.0,128.0,273.0,370.0,200.0,97.0,38.0,14.0,0.0,1360.0,693.0,13.0,5.0,1.21,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.79,1068.74,1498.92,1584.17,1718.59,215.0,255.0,0.0,414.0,179.0,226.0,55.0,65.0,99.0,77.0,81.0,64.0,27.0,26.0,2.0,500.0,274.0,68.0,16.0,1.59,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.5,1345.77,1692.02,2011.17,2093.38,342.0,419.0,7.0,670.0,331.0,374.0,88.0,114.0,188.0,127.0,133.0,85.0,45.0,38.0,2.0,826.0,452.0,133.0,14.0,1.68,Campo Comprido
4106902044.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.51,1242.47,1481.99,1664.11,1721.49,95.0,115.0,1.0,203.0,90.0,106.0,28.0,16.0,43.0,45.0,40.0,28.0,15.0,10.0,0.0,226.0,120.0,18.0,4.0,2.12,Campo Comprido
4106902045.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.14,6283.28,8963.11,12718.04,13084.4,340.0,389.0,23.0,740.0,250.0,367.0,93.0,108.0,107.0,122.0,172.0,112.0,33.0,23.0,0.0,784.0,417.0,20.0,1.0,1.54,Mossunguê
4106902045.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.41,6127.21,11646.38,12027.27,15513.43,258.0,290.0,1.0,571.0,178.0,287.0,112.0,91.0,81.0,107.0,120.0,54.0,22.0,12.0,0.0,607.0,320.0,25.0,10.0,1.53,Mossunguê
4106902045.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.11,2375.16,3064.9,3769.27,4016.75,290.0,309.0,13.0,571.0,211.0,318.0,103.0,84.0,117.0,121.0,101.0,66.0,33.0,22.0,0.0,656.0,338.0,62.0,10.0,1.7,Mossunguê
4106902045.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.78,1553.28,2152.0,2647.64,2701.67,169.0,218.0,0.0,341.0,150.0,185.0,40.0,58.0,78.0,57.0,60.0,59.0,29.0,34.0,0.0,417.0,232.0,73.0,3.0,1.54,Mossunguê
4106902045.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.54,2595.9,3319.08,3947.81,4165.86,407.0,441.0,21.0,810.0,363.0,456.0,134.0,105.0,192.0,279.0,107.0,66.0,27.0,8.0,4.0,923.0,476.0,80.0,17.0,1.38,Mossunguê
4106902045.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.39,2822.61,3911.07,6997.8,7374.6,215.0,220.0,6.0,384.0,137.0,226.0,41.0,83.0,62.0,55.0,74.0,72.0,44.0,28.0,2.0,464.0,238.0,71.0,1.0,2.84,Mossunguê
4106902045.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.53,2733.87,3683.13,4511.73,4843.47,226.0,279.0,13.0,492.0,219.0,253.0,65.0,59.0,123.0,136.0,84.0,42.0,17.0,18.0,0.0,554.0,301.0,38.0,11.0,1.45,Mossunguê
4106902045.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.58,2991.46,4467.83,7049.31,7386.23,462.0,492.0,13.0,890.0,285.0,493.0,115.0,210.0,137.0,146.0,189.0,120.0,68.0,44.0,0.0,1019.0,542.0,124.0,8.0,2.68,Mossunguê
4106902046.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.38,2028.3,3338.54,3713.23,4502.05,373.0,380.0,6.0,724.0,234.0,398.0,93.0,127.0,147.0,124.0,134.0,103.0,39.0,31.0,0.0,792.0,408.0,68.0,8.0,2.13,Santo Inácio
4106902046.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,2.91,1913.09,2540.07,3159.85,3278.07,399.0,434.0,2.0,829.0,305.0,432.0,115.0,105.0,144.0,199.0,140.0,78.0,76.0,34.0,0.0,889.0,467.0,32.0,36.0,1.3,Santo Inácio
4106902046.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.26,2304.74,3358.7,4315.25,4519.12,418.0,399.0,10.0,738.0,266.0,447.0,121.0,146.0,149.0,142.0,135.0,105.0,50.0,26.0,8.0,868.0,438.0,121.0,8.0,1.88,Santo Inácio
4106902046.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.07,1303.58,1808.19,2111.57,2282.45,261.0,262.0,7.0,454.0,187.0,284.0,64.0,96.0,111.0,79.0,93.0,70.0,25.0,32.0,4.0,575.0,291.0,98.0,12.0,2.05,Santo Inácio
4106902046.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.21,2258.3,3489.59,3544.82,4410.89,323.0,337.0,13.0,654.0,219.0,347.0,69.0,98.0,125.0,91.0,101.0,113.0,69.0,27.0,0.0,703.0,356.0,18.0,18.0,1.85,Santo Inácio
4106902046.0,410690205.0,4110.0,4106902.0,41069020505,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DE SANTA FELICIDADE (R.5.SF),1.0,0.0,3.15,1621.11,2311.96,3047.06,3171.43,495.0,560.0,25.0,944.0,357.0,526.0,119.0,153.0,172.0,193.0,169.0,144.0,109.0,57.0,0.0,1125.0,599.0,136.0,20.0,1.96,Santo Inácio
